HostCorrectedName_MSW05	ParasiteCorrectedName	LocationName	LongitudeDecimal	LatitudeDecimal	Accuracy	Extent_km2	TotalPrevalence	Citation	HostCorrectedName	CoatReflectance	CortisolLevels
Chlorocebus aethiops	Oesophagostomum sp.	Lake Saka	30.2	0.7	2	2	0	Gillespie et al. 2004	Chlorocebus_aethiops	2.50524937681935	0.624169026903906
Pan troglodytes	Oesophagostomum sp.	Kibale	30.41	0.45	1	1	0.307	Krief et al. 2005	Pan_troglodytes	0.51584342440967	0.94132575565375
Pan troglodytes	Oesophagostomum sp.	Kibale	30.41	0.45	1	1	0.552	Krief et al. 2005	Pan_troglodytes	0.590197534295613	0.249476926974224
Cercopithecus ascanius	Oesophagostomum sp.	Kibale	30.41	0.45	1	1	0.21	Gillespie et al. 2005b	Cercopithecus_ascanius	1.00350624325895	0.101096914800562
Colobus guereza	Oesophagostomum sp.	Kibale	30.41	0.45	1	1	0.09	Gillespie et al. 2005b	Colobus_guereza	0.845530052578215	0.662763190310978
Colobus guereza	Oesophagostomum sp.	Kibale	30.41	0.45	1	1	0.09	Gillespie et al. 2005b	Colobus_guereza	0.482961450442242	0.685910004876141
Pan troglodytes	Oesophagostomum sp.	Ngogo	30.425	0.45	1	1	0.811	Muehlenbein 2005	Pan_troglodytes	0.492364210379154	1.98901914050302
Trachypithecus cristatus	Oesophagostomum sp.	Tanah Intan	115.03	-3.33	1	2	0.16	Palmieri et al. 1980a	Trachypithecus_cristatus	1.72910224400134	0.901797530217461
Trachypithecus cristatus	Oesophagostomum sp.	Tanah Intan	115.03	-3.33	1	2	0.12	Palmieri et al. 1980a	Trachypithecus_cristatus	0.554925097730401	1.68527991797417
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	NA	Williams et al. 2008	Pan_troglodytes	2.6103842624504	0.995249544399909
Pan paniscus	Oesophagostomum sp.	Lomako	20.83	0.83	2	2	0.506	Dupain et al. 2009	Pan_paniscus	1.33140879093575	0.972353132696365
Cercocebus galeritus	Oesophagostomum sp.	Tana River	40.1464	-1.869	2	2	0.057	Mbora and McPeek 2009	Cercocebus_galeritus	0.286682139049393	0.104473079120332
Papio anubis	Oesophagostomum sp.	Dura	30.3833	0.45	2	2	0.85	Bezjian et al. 2008	Papio_anubis	1.90585373094183	0.914781252576122
Colobus guereza	Oesophagostomum sp.	Kibale	30.41	0.45	1	1	0.04	Gillespie and Chapman 2008	Colobus_guereza	0.532363621927505	0.451710228803836
Colobus guereza	Oesophagostomum sp.	Kibale	30.41	0.45	1	1	0.09	Gillespie and Chapman 2008	Colobus_guereza	0.50362441848279	0.0114656897505211
Pan troglodytes	Oesophagostomum sp.	Ngogo	30.425	0.45	1	1	NA	Muehlenbein and Watts 2010	Pan_troglodytes	0.987144009678455	0.112727698640839
Colobus guereza	Oesophagostomum sp.	Kibale	30.41	0.45	1	1	NA	Chapman et al. 2006b	Colobus_guereza	0.933938234690197	0.306464130185631
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	0.962	Gillespie et al. 2010b	Pan_troglodytes	2.23048760085726	0.513516448079483
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	0.909	Gillespie et al. 2010b	Pan_troglodytes	0.328772635728606	1.03899225121089
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	0.983	Gillespie et al. 2010b	Pan_troglodytes	0.963186322173626	0.306244412269667
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	1	Gillespie et al. 2010b	Pan_troglodytes	2.01009325687329	1.41000574550245
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	0.92	Gillespie et al. 2010b	Pan_troglodytes	2.00639283765086	0.630989413844218
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	1	Gillespie et al. 2010b	Pan_troglodytes	1.11623229040552	0.650106172551097
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	0.949	Gillespie et al. 2010b	Pan_troglodytes	1.11424800812175	0.799923987218251
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	1	Gillespie et al. 2010b	Pan_troglodytes	0.0991410450936293	1.10945555617905
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	1	Gillespie et al. 2010b	Pan_troglodytes	0.215550418988073	0.582076372504362
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	0.974	Gillespie et al. 2010b	Pan_troglodytes	1.34356633690282	1.24277737621216
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	0.964	Gillespie et al. 2010b	Pan_troglodytes	2.48179090718174	0.636136460249141
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	0.935	Gillespie et al. 2010b	Pan_troglodytes	0.0788788785244687	1.00458316248258
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	1	Gillespie et al. 2010b	Pan_troglodytes	0.425494039385084	0.719262557810625
Pan troglodytes	Oesophagostomum sp.	Gombe	29.61	-4.7	2	2	1	Gillespie et al. 2010b	Pan_troglodytes	0.443841894733847	3.21823706891287
Pan troglodytes	Oesophagostomum sp.	Tai	-7.08	5.75	2	2	0	Krief et al. 2008	Pan_troglodytes	1.22378136907206	0.373149552383008
Trachypithecus delacouri	Oesophagostomum sp.	Van Long	106.4	10.5	2	2	0	Do 2009	Trachypithecus_delacouri	0.791309387519164	0.0193327979905459
Pan troglodytes	Oesophagostomum stephanostomum	Mahale	29.73	-6.11	2	2	0.037	Huffman et al. 1996	Pan_troglodytes	0.19282601168943	0.892208715407033
Gorilla gorilla	Oesophagostomum stephanostomum	Bwindi	29.7	-1.05	2	2	1	Ashford et al. 1996	Gorilla_gorilla	0.345806553787392	1.51039422910824
Pan troglodytes	Oesophagostomum stephanostomum	Mahale	29.73	-6.11	2	2	0.59	Huffman et al 1997	Pan_troglodytes	0.0457646214063354	0.580555686682553
Gorilla beringei	Oesophagostomum stephanostomum	Utu	27.82	-1.4	2	2	NA	van den Berghe et al. 1964	Gorilla_beringei	0.471168206640369	0.254371870688523
Gorilla beringei	Oesophagostomum stephanostomum	Parc Natl Volcans	29.5	-1.5	2	2	NA	Rothman and Bowman 2003	Gorilla_beringei	0.175010549749368	0.81094909813592
Gorilla beringei	Oesophagostomum stephanostomum	Bwindi	29.7	-1.05	2	2	NA	Rothman and Bowman 2003	Gorilla_beringei	1.59147520502894	0.772164200842427
Pan troglodytes	Oesophagostomum stephanostomum	Budongo	31.55	1.73	2	2	0.4	Huffman et al. 2009	Pan_troglodytes	1.01078545696572	0.894213821263179
Pan troglodytes	Oesophagostomum stephanostomum	Budongo	31.55	1.73	2	2	0.79	Barrows 1996, cited in Huffman et al. 2009	Pan_troglodytes	1.01745444450814	0.303482230470012
Pan troglodytes	Oesophagostomum stephanostomum	Gashaka Gumti	11.7	7.5	2	2	NA	Fowler et al. 2007	Pan_troglodytes	0.488959732680642	0.845722144274318
Gorilla beringei	Onchocerca volvulus	Utu	27.82	-1.4	2	2	0.05	van den Berghe et al. 1964	Gorilla_beringei	1.70587482383974	0.343691445992553
Leontopithecus rosalia	Oncicola sp.	Poco das Antas	-51.66	-29.45	2	2	0.511	Monteiro et al. 2003	Leontopithecus_rosalia	1.34925242081394	0.696657573824355
Leontopithecus rosalia	Oncicola sp.	Uniao	-42	-22.53	2	2	0.556	Monteiro et al. 2003	Leontopithecus_rosalia	0.766578084076761	0.907864334966656
Microcebus rufus	Ophryocotyle buecki	Tanosy	44.2	-21.4	2	2	NA	National Parasite Collection (WWW)	Microcebus_rufus	0.267201342551369	0.661496476298744
Microcebus rufus	Ophryocotyle buecki	Tanosy	44.2	-21.4	2	2	NA	National Parasite Collection (WWW)	Microcebus_rufus	1.43059736165011	1.30569600522326
Leontopithecus rosalia	Oxyuridae sp.	Poco das Antas	-51.66	-29.45	2	2	0.106	Monteiro et al. 2003	Leontopithecus_rosalia	1.22671474098807	1.18977338607821
Leontopithecus rosalia	Oxyuridae sp.	Uniao	-42	-22.53	2	2	0.056	Monteiro et al. 2003	Leontopithecus_rosalia	1.69971546014139	0.396572349369624
Papio cynocephalus	Oxyuris sp.	Johannesburg	28.08	-26.2	2	2	0	Myers et al 1971	Papio_cynocephalus	1.93374817410209	0.212961495060152
Cebus capucinus	Oxyuroidea sp.	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Cebus_capucinus	3.0755748388904	1.99355351280105
Ateles fusciceps	Oxyuronema sp.	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Ateles_fusciceps	0.249976441768012	0.381761488357598
Ateles geoffroyi	Oxyuronema atelophorum	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Ateles_geoffroyi	0.196950194749402	0.189484196715223
Erythrocebus patas	Lentivirus SIV	Fathala Forest	-16.5	13.65	2	2	0.07	Bibollet-Ruche et al. 1996	Erythrocebus_patas	0.818501818535081	2.02869467643866
Erythrocebus patas	Lentivirus SIV	Fathala Forest	-16.5	13.65	2	2	0.14	Bibollet-Ruche et al. 1996	Erythrocebus_patas	1.38263222178991	0.623769835085539
Erythrocebus patas	Lentivirus SIV	Fathala Forest	-16.5	13.65	2	2	0.07	Bibollet-Ruche et al. 1996	Erythrocebus_patas	0.437916743844857	0.066930756036229
Erythrocebus patas	Lentivirus SIV	Fathala Forest	-16.5	13.65	2	2	0.09	Bibollet-Ruche et al. 1996	Erythrocebus_patas	0.980379349987657	0.0861179057329315
Erythrocebus patas	Lentivirus SIV	Fathala Forest	-16.5	13.65	2	2	0.06	Bibollet-Ruche et al. 1996	Erythrocebus_patas	0.309049176735668	1.00204931646937
Gorilla gorilla	Pangorillalges gorillae	Parc Natl Volcans	29.5	-1.5	2	2	NA	Fossey 1983	Gorilla_gorilla	0.851298936512563	0.144246853806337
Gorilla gorilla	Pangorillalges gorillae	CAMEROON	12	6	2	3	NA	Fain 1963	Gorilla_gorilla	1.35445214673502	0.824336501505966
Pan troglodytes	Pangorillalges pani	Oicha	29.51	0.7	2	2	NA	Fain 1963	Pan_troglodytes	0.743213185370252	0.789915305030593
Pan troglodytes	Pangorillalges pani	Ponthierville	25.48	-0.35	2	2	NA	Fain 1963	Pan_troglodytes	0.490971802253198	0.369830934406113
Pan troglodytes	Pangorillalges pani	Kivu	28	-2.5	2	2	NA	Fain 1963	Pan_troglodytes	0.49568819718391	0.296055578627067
Trachypithecus cristatus	Parabertiella sp.	Kuala Selangor	101.25	3.35	2	2	0	Arambulo et al. 1974	Trachypithecus_cristatus	1.12687481418185	0.30131829519276
Trachypithecus cristatus	Parabertiella sp.	Tanah Intan	115.03	-3.33	1	2	0.01	Palmieri et al. 1980a	Trachypithecus_cristatus	0.440974404696015	0.548136249392338
Trachypithecus cristatus	Parabertiella sp.	Tanah Intan	115.03	-3.33	1	2	0	Palmieri et al. 1980a	Trachypithecus_cristatus	0.125742142001818	0.277972509634557
Trachypithecus cristatus	Parabertiella sp.	Tanah Intan	115.03	-3.33	1	2	0.02	Palmieri et al. 1980a	Trachypithecus_cristatus	0.223002918584761	1.67141185289038
Alouatta palliata	Parabronema bonnei	PANAMA	-80	9	2	3	0.01	Stuart et al. 1998	Alouatta_palliata	0.235578418884877	1.44305297051331
Alouatta palliata	Parabronema sp.	La Selva	-83.98	10.43	2	2	NA	Stoner 1996	Alouatta_palliata	0.995482186671592	0.458109704675717
Alouatta palliata	Parabronema sp.	Los Tuxtlas	-96.1	19.2	2	2	0.026	Trejo-Macias et al. 2007	Alouatta_palliata	0.507971395407463	0.637257175745115
Allenopithecus nigroviridis	Paracoroptes allenopitheci	Coquilhatville	18.26	0.06	2	2	NA	Fain 1963	Allenopithecus_nigroviridis	0.512706001245524	0.480279362617213
Cercopithecus mona	Paracoroptes gordoni	CAMEROON	12	6	2	3	NA	Fain 1963	Cercopithecus_mona	0.327702555295303	1.08803630386942
Mandrillus leucophaeus	Paragonimus africana	South West Province	9.33	5.42	2	3	0.33	Sachs and Voelker 1975	Mandrillus_leucophaeus	0.84038342039969	0.0100555727210926
Macaca cyclopis	Paragonimus westermani	TAIWAN	122.33	23.5	2	2	NA	Miyazaki 1982	Macaca_cyclopis	2.18357514823086	1.62907534362673
Pongo pygmaeus	Respirovirus Human parainfluenza virus 1	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	0.717095022187456	0.943953993252139
Pongo pygmaeus	Rubulavirus Human parainfluenza virus 2	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	2.14229680467095	0.711269529968637
Pongo pygmaeus	Respirovirus Human parainfluenza virus 3	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	0.752932830656185	0.381974517942083
Macaca mulatta	Respirovirus Human parainfluenza virus 1	Uttar Pradesh	80	28	2	3	0.01	Shah and Southwick 1965	Macaca_mulatta	0.3550407712517	0.230516844313298
Macaca mulatta	Respirovirus Human parainfluenza virus 1	Uttar Pradesh	80	28	2	3	0.1	Shah and Southwick 1965	Macaca_mulatta	0.769684283280572	1.83069952380826
Macaca mulatta	Respirovirus Human parainfluenza virus 1	Uttar Pradesh	80	28	2	3	0	Shah and Southwick 1965	Macaca_mulatta	0.00482377904187967	0.697532980975915
Macaca mulatta	Rubulavirus Human parainfluenza virus 2	Uttar Pradesh	80	28	2	3	0.01	Shah and Southwick 1965	Macaca_mulatta	0.75006819702626	1.90084937287141
Macaca mulatta	Rubulavirus Human parainfluenza virus 2	Uttar Pradesh	80	28	2	3	0	Shah and Southwick 1965	Macaca_mulatta	0.73386098309222	1.90672885344345
Macaca mulatta	Rubulavirus Human parainfluenza virus 2	Uttar Pradesh	80	28	2	3	0.02	Shah and Southwick 1965	Macaca_mulatta	1.05171090916088	0.43941275952375
Macaca mulatta	Respirovirus Human parainfluenza virus 3	Uttar Pradesh	80	28	2	3	0.26	Shah and Southwick 1965	Macaca_mulatta	1.52014502601819	0.855160376488617
Macaca mulatta	Respirovirus Human parainfluenza virus 3	Uttar Pradesh	80	28	2	3	0.9	Shah and Southwick 1965	Macaca_mulatta	0.821606963435647	1.45626724045721
Macaca mulatta	Respirovirus Human parainfluenza virus 3	Uttar Pradesh	80	28	2	3	0.11	Shah and Southwick 1965	Macaca_mulatta	1.29806856341883	1.58743319273736
Gorilla beringei	Paralibyostrongylus kalinae	Bwindi	29.7	-1.05	2	2	NA	Rothman and Bowman 2003	Gorilla_beringei	0.852284890799509	0.918213227220934
Gorilla beringei	Paralibyostrongylus hebrenicutus	Parc Natl Volcans	29.5	-1.5	2	2	NA	Rothman and Bowman 2003	Gorilla_beringei	0.022412163324874	0.789097527211665
Gorilla gorilla	Paralibyostrongylus kalinae	Bwindi	29.7	-1.05	2	2	1	Ashford et al. 1996	Gorilla_gorilla	1.40672500532294	1.09236844426334
Gorilla beringei	Paralibyostrongylus kalinae	Bwindi	29.7	-1.05	2	2	NA	Durette-Desset et al. 1992	Gorilla_beringei	1.15676374291784	1.3902971964592
Ateles paniscus	Paraoxyuronema atelis	FRENCH GUIANA	-53.1	4	2	3	NA	Hugot 1999	Ateles_paniscus	0.255187148535147	1.65478569939245
Lepilemur ruficaudatus	Pararhabdonema longistriata	Ampijoroa	47.2	-16.21	2	2	NA	Chabaud et al. 1965	Lepilemur_ruficaudatus	0.953762039275464	0.511490517416098
Lepilemur ruficaudatus	Pararhabdonema longistriata	Tulear	43.66	-23.35	2	2	NA	Chabaud et al. 1965	Lepilemur_ruficaudatus	0.0323907162701886	0.155891794817971
Indri indri	Pararhabdonema longistriata	Perinet	48.41	-18.93	2	2	NA	Chabaud et al. 1965	Indri_indri	0.228415390853544	1.20747828563197
Propithecus coquereli	Pararhabdonema longistriata	Ampijoroa	47.2	-16.21	2	2	NA	Chabaud et al. 1965	Propithecus_coquereli	0.390933585139953	2.0912536516043
Avahi occidentalis	Pararhabdonema longistriata	Ampijoroa	47.2	-16.21	2	2	NA	Chabaud et al. 1965	Avahi_occidentalis	0.00798409997513353	2.95045794790567
Lepilemur microdon	Pararhabdonema longistriata	Ambatolampy	47.42	-19.38	2	2	NA	Chabaud et al. 1965	Lepilemur_microdon	1.3315666191652	0.261764149873288
Propithecus coquereli	Paulianfilaria pauliana	Ampijoroa	47.2	-16.21	2	2	NA	Chabaud et al. 1965	Propithecus_coquereli	1.81199045652231	0.685316072215723
Lepilemur ruficaudatus	Paulianfilaria pauliana	Beroboka	45.65	-16.76	2	2	NA	Chabaud et al. 1965	Lepilemur_ruficaudatus	1.68675145139359	0.567885343733992
Macaca fuscata	Pedicinus eurygaster	Chiba Prefecture	140.1	35.6	2	3	0.25	Zamma 2002	Macaca_fuscata	1.48973208687727	0.789943599712752
Papio anubis	Pedicinus hamadryis	Gilgil	36.31	-0.5	2	2	0.5	Eley et al. 1989	Papio_anubis	0.272432732872877	0.680794736140052
Papio ursinus	Pedicinus hamadryis	Transvaal	29.75	-25	3	2	NA	Myers and Kuntz 1965	Papio_ursinus	0.0451931052012966	0.540456221260581
Macaca fuscata	Pedicinus obtusus	Chiba Prefecture	140.1	35.6	2	3	NA	Zamma 2002	Macaca_fuscata	1.86733536087932	0.743654240428339
Papio anubis	Pedicinus obtusus	Stanleyville	25.2	0.51	2	2	NA	Myers and Kuntz 1965	Papio_anubis	0.298331694104768	1.04819444507986
Macaca fuscata	Pedicinus sp.	Jigokudani	138.4	36.7	2	2	NA	Tanaka and Takefushi 1993	Macaca_fuscata	0.988685282715194	1.25131336188646
Pan troglodytes	Pediculus schaeffi	Gombe	29.61	-4.7	2	2	NA	Goodall 1986	Pan_troglodytes	0.738158079620846	1.74021790763041
Alouatta caraya	Pediculus mjobergi	Bella Vista	-58.83	-28.5	3	2	0.37	Pope 1966	Alouatta_caraya	0.343220604084583	0.358080761667511
Alouatta caraya	Pediculus mjobergi	Bella Vista	-58.83	-28.5	3	2	0.86	Pope 1966	Alouatta_caraya	1.50004816046995	1.30456851184884
Alouatta caraya	Pediculus mjobergi	Bella Vista	-58.83	-28.5	3	2	0.24	Pope 1966	Alouatta_caraya	1.08692930646895	0.581520504531273
Alouatta caraya	Pediculus mjobergi	Bella Vista	-58.83	-28.5	3	2	0.5	Pope 1966	Alouatta_caraya	0.619894475685497	0.269015990111096
Alouatta caraya	Pediculus mjobergi	Bella Vista	-58.83	-28.5	3	2	0.17	Pope 1966	Alouatta_caraya	1.86922036847128	0.669550229131773
Pan paniscus	Pediculus schaeffi	Stanleyville	25.2	0.51	2	2	NA	Benoit 1961	Pan_paniscus	0.373724040661321	0.431213444332616
Cercocebus galeritus	Pentatrichomonas hominis	Dzanga-Ndoki	16.26	2.36	1	1	0.875	Lilly et al. 2002	Cercocebus_galeritus	0.311312550315179	1.44486474033969
Gorilla gorilla	Pentatrichomonas hominis	Dzanga-Ndoki	16.26	2.36	1	1	0.109	Lilly et al. 2002	Gorilla_gorilla	0.269656036033567	0.895295199471217
Pan troglodytes	Pentatrichomonas hominis	Dzanga-Ndoki	16.26	2.36	1	1	0.39	Lilly et al. 2002	Pan_troglodytes	0.782873084641141	0.287033746569774
Perodicticus potto	Phaneropsolus perodictici	Kampala	32.58	0.31	2	2	NA	National Parasite Collection (WWW)	Perodicticus_potto	1.18649914418124	0.0376899817898645
Propithecus edwardsi	Phtirpediculus sp.	Ranomafana	47.33	-21.26	2	2	NA	Wright et al. 2009	Propithecus_edwardsi	1.33787744306735	1.49295272627079
Propithecus edwardsi	Phtirpediculus sp.	Ranomafana	47.33	-21.26	2	2	NA	Wright et al. 2009	Propithecus_edwardsi	2.11560478367645	0.188733238963094
Propithecus edwardsi	Phtirpediculus sp.	Ranomafana	47.33	-21.26	2	2	NA	Wright et al. 2009	Propithecus_edwardsi	1.72065270330365	0.43634141414625
Propithecus edwardsi	Phtirpediculus sp.	Ranomafana	47.33	-21.26	2	2	NA	Wright et al. 2009	Propithecus_edwardsi	0.412335944275677	0.98823686752504
Propithecus edwardsi	Phtirpediculus sp.	Ranomafana	47.33	-21.26	2	2	NA	Wright et al. 2009	Propithecus_edwardsi	1.90026506710843	0.180857079103303
Propithecus edwardsi	Phtirpediculus sp.	Ranomafana	47.33	-21.26	2	2	NA	Wright et al. 2009	Propithecus_edwardsi	0.94378849580541	0.175440297671969
Gorilla gorilla	Phthirus gorillae	Bwindi	29.7	-1.05	2	2	1	Ashford et al. 1996	Gorilla_gorilla	1.02207239268887	1.86081733975823
Avahi laniger	Phtirpediculus avahidis	Ankarafantsika	46.8	-16.31	1	1	NA	Paulian 1960	Avahi_laniger	1.82160336876487	0.649495469422019
Cebus capucinus	Physaloptera cebi	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Cebus_capucinus	2.08902767541596	0.3418762531255
Papio ursinus	Physaloptera caucasia	Loskop	29.3	-25.44	2	2	0.96	Pettifer 1984	Papio_ursinus	0.67779732877613	0.806212481626523
Papio ursinus	Physaloptera caucasia	Suikerbosrand	28.25	-26.5	1	2	0.1	Pettifer 1984	Papio_ursinus	0.415364269167979	1.42155517065473
Papio ursinus	Physaloptera caucasia	Scrutton	30.38	-22.35	2	2	0.77	Pettifer 1984	Papio_ursinus	1.49539336633938	1.26676902726481
Papio ursinus	Physaloptera caucasia	Tweefontein	30.78	-25.08	2	2	0	Pettifer 1984	Papio_ursinus	0.180269928616296	1.45067392425411
Papio ursinus	Physaloptera caucasia	Giant's Castle	29.48	-29.23	2	2	0.44	Appleton et al. 1986	Papio_ursinus	1.25002083350571	0.110753932082453
Papio ursinus	Physaloptera caucasia	Mkuzi	32.15	-27.65	1	1	0.01	Appleton et al. 1991	Papio_ursinus	2.11492218149488	1.72069173178014
Pan troglodytes	Physaloptera caucasia	Gombe	29.61	-4.7	2	2	0.65	McGrew et al. 1989a	Pan_troglodytes	0.329501713905247	0.0340494763564083
Pan troglodytes	Physaloptera caucasia	Nikolo Koba	-12.71	13.06	2	2	0	McGrew et al. 1989a	Pan_troglodytes	0.187565408749349	0.543730465333766
Papio anubis	Physaloptera caucasia	Gombe	29.61	-4.7	2	2	0.44	McGrew et al. 1989a	Papio_anubis	1.24044745281334	0.25308746803851
Papio papio	Physaloptera caucasia	Nikolo Koba	-12.71	13.06	2	2	0	McGrew et al. 1989a	Papio_papio	0.0803357645938918	0.588076726684647
Pan troglodytes	Physaloptera caucasia	Ngogo	30.425	0.45	1	1	0.297	Muehlenbein 2005	Pan_troglodytes	1.42006255143678	1.67419277585146
Pan troglodytes	Physaloptera caucasia	Ngogo	30.425	0.45	1	1	0.297	Muehlenbein 2005	Pan_troglodytes	0.416192570703373	1.06449151281975
Alouatta seniculus	Physaloptera dilatata	COLUMBIA	-72	4	2	3	1	Stuart et al. 1998	Alouatta_seniculus	0.246193034407213	1.51323392204763
Papio hamadryas	Physaloptera multipapillata	Kibwezi	37.96	-2.41	2	2	NA	Myers and Kuntz 1965	Papio_hamadryas	0.45499590446043	0.330604035514365
Saimiri oerstedii	Physaloptera multiuteri	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Saimiri_oerstedii	1.95458226271187	1.89250807793715
Chlorocebus sabaeus	Physaloptera sp.	Nikolo Koba	-12.71	13.06	2	2	0.06	McGrew et al. 1989b	Chlorocebus_sabaeus	1.54382615387666	0.631845578401272
Erythrocebus patas	Physaloptera sp.	Nikolo Koba	-12.71	13.06	2	2	0.12	McGrew et al. 1989b	Erythrocebus_patas	1.04228988224224	1.09529056229452
Papio anubis	Physaloptera sp.	Gombe	29.61	-4.7	2	2	0.22	Murray et al. 2000	Papio_anubis	0.302598831304606	0.755488859158943
Papio cynocephalus	Physaloptera sp.	Amboseli	37.26	-2.63	2	2	0.43	Hahn et al. 2003	Papio_cynocephalus	0.670738044002793	0.848371651787364
Papio ursinus	Physaloptera sp.	MOZAMBIQUE	35	-18.25	2	2	NA	Myers and Kuntz 1965	Papio_ursinus	2.00216314462176	0.763570447296201
Pan troglodytes	Physaloptera sp.	Nikolo Koba	-12.71	13.06	2	2	0.31	McGrew et al. 1989a	Pan_troglodytes	0.149107608260982	1.18393601758931
Papio papio	Physaloptera sp.	Nikolo Koba	-12.71	13.06	2	2	0.31	McGrew et al. 1989a	Papio_papio	0.00432398889048152	0.0807085216606851
Papio anubis	Physaloptera sp.	Gombe	29.61	-4.7	2	2	0.65	Muller-Graf et al. 1996	Papio_anubis	1.41551496262733	0.338643286377781
Pan troglodytes	Physaloptera sp.	Gombe	29.61	-4.7	2	2	0.18	Murray et al. 2000	Pan_troglodytes	0.000136400951094979	1.41602971899952
Cercopithecus ascanius	Physaloptera sp.	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2004	Cercopithecus_ascanius	0.16813904149121	0.18127267953139
Cercopithecus mitis	Physaloptera sp.	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2004	Cercopithecus_mitis	0.149489509973278	0.793535936785829
Cercopithecus lhoesti	Physaloptera sp.	Kibale	30.41	0.45	1	1	0	Gillespie et al. 2004	Cercopithecus_lhoesti	0.000955871510106497	0.633462693492948
Chlorocebus aethiops	Physaloptera sp.	Lake Saka	30.2	0.7	2	2	0	Gillespie et al. 2004	Chlorocebus_aethiops	0.470456353794245	0.625088424423077
Papio anubis	Physaloptera sp.	Gashaka Gumti	11.7	7.5	2	2	-99	Weyher et al. 2006	Papio_anubis	0.000151330594403344	0.814577930612224
Papio anubis	Physaloptera sp.	Gashaka Gumti	11.7	7.5	2	2	-99	Weyher et al. 2006	Papio_anubis	0.208567604181088	1.07361800990947
Papio anubis	Physaloptera sp.	Gashaka Gumti	11.7	7.5	2	2	0.9	Weyher 2009	Papio_anubis	0.607820088596557	0.210112118304878
Papio anubis	Physaloptera sp.	Gashaka Gumti	11.7	7.5	2	2	1	Weyher 2009	Papio_anubis	0.242187587864844	0.772633684056543
Cercocebus galeritus	Physaloptera sp.	Tana River	40.1464	-1.869	2	2	0.138	Mbora and McPeek 2009	Cercocebus_galeritus	0.0602843362258259	1.79159217961053
Pan troglodytes	Physaloptera sp.	Fongoli	-12.2	12.683	2	2	0.133	Howells et al. 2010	Pan_troglodytes	1.39635283540021	0.366575910397197
Papio papio	Physaloptera sp.	Fongoli	-12.2	12.683	2	2	0	Howells et al. 2010	Papio_papio	0.574865806933373	0.725046975703405
Trachypithecus delacouri	Physaloptera sp.	Van Long	106.4	10.5	2	2	0.1	Do 2009	Trachypithecus_delacouri	0.680536989954976	0.507400513019013
Papio ursinus	Physaloptera tumefaciens	Transvaal	29.75	-25	3	2	NA	National Parasite Collection (WWW)	Papio_ursinus	0.125104380973655	0.127025223604579
Propithecus edwardsi	Physocephalus sp.	Ranomafana	47.33	-21.26	2	2	0.111	Hogg 2002	Propithecus_edwardsi	1.02067351540265	0.463895023748981
Eulemur rubriventer	Physocephalus sp.	Ranomafana	47.33	-21.26	2	2	0	Hogg 2002	Eulemur_rubriventer	0.333942633959043	0.291436858217473
Propithecus edwardsi	Physocephalus sp.	Ranomafana	47.33	-21.26	2	2	0.125	Hogg 2002	Propithecus_edwardsi	1.03377951231612	0.108701362932784
Eulemur rubriventer	Physocephalus sp.	Ranomafana	47.33	-21.26	2	2	0	Hogg 2002	Eulemur_rubriventer	0.601871532795066	2.23585811407608
Propithecus edwardsi	Physocephalus sp.	Ranomafana	47.33	-21.26	2	2	0.125	Hogg 2002	Propithecus_edwardsi	0.12937083067305	0.80162784741785
Eulemur rubriventer	Physocephalus sp.	Ranomafana	47.33	-21.26	2	2	0	Hogg 2002	Eulemur_rubriventer	0.807730204510804	0.525303788636384
Propithecus edwardsi	Physocephalus sp.	Ranomafana	47.33	-21.26	2	2	NA	Wright et al. 2009	Propithecus_edwardsi	0.388244132002335	0.258603182979562
